"date","category","earned","earned_cumulative","budget","planned_cumulative"
"05/09/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"05/09/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"05/09/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"05/09/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"05/09/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"05/09/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"05/09/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"05/09/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"05/09/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"05/09/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"05/09/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"05/09/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"05/09/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"05/09/2018","P7.2.057 Landscaping",NA,NA,600,NA
"05/09/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"05/09/2018","P7.2.062 Earthworks and Access Tracks",NA,NA,1806.15920716332,151.52
"05/09/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"05/10/2018","",0.0356,0.39041,4.37554,NA
"05/10/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"05/10/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"05/10/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"05/10/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"05/10/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"05/10/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"05/10/2018","P7.2.012 Piling",52.10947924045,112.49385432595,12438.475017612,NA
"05/10/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"05/10/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,1091.2
"05/10/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"05/10/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"05/10/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"05/10/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"05/10/2018","P7.2.057 Landscaping",NA,NA,600,NA
"05/10/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"05/10/2018","P7.2.062 Earthworks and Access Tracks",NA,1482.22092082043,1806.15920716332,1159.95
"05/10/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"05/11/2018","",NA,1.4412359,4.37554,NA
"05/11/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"05/11/2018","P7.2.003 PV Module Supply",NA,NA,NA,2.43
"05/11/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,4.78
"05/11/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"05/11/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"05/11/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,103.24
"05/11/2018","P7.2.011 Roads and PCU Earthworks",NA,896.885496858117,4480.34095470976,1784.91
"05/11/2018","P7.2.012 Piling",261.2183337032,5944.00011258295,12438.475017612,1484.83
"05/11/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,529.03
"05/11/2018","P7.2.015 Fencing & Gates",NA,388.490958,2220.801105,2200
"05/11/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,81.09
"05/11/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,42.7858838469103,93792,288.2
"05/11/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"05/11/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"05/11/2018","P7.2.054 Shipping - Piles (FOB China to Site)",NA,NA,NA,2.03
"05/11/2018","P7.2.057 Landscaping",NA,NA,600,NA
"05/11/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"05/11/2018","P7.2.062 Earthworks and Access Tracks",NA,1680.94097811602,1806.15920716332,1159.95
"05/11/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"05/12/2018","",0.46723,3.1397185,4.37554,NA
"05/12/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"05/12/2018","P7.2.003 PV Module Supply",NA,NA,NA,6.63999999999999
"05/12/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,7.86
"05/12/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"05/12/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"05/12/2018","P7.2.010 Foundations Substation)",409.090909090908,409.090909090908,4499.99999999999,1250.03
"05/12/2018","P7.2.011 Roads and PCU Earthworks",NA,1775.93998164603,4480.34095470976,3033.19
"05/12/2018","P7.2.012 Piling",NA,11343.3873077281,12438.475017612,4447.7
"05/12/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",92.943498076354,230.132922876988,14114.5575031047,2605.5
"05/12/2018","P7.2.015 Fencing & Gates",NA,1123.578840375,2220.801105,2200
"05/12/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,1677.3
"05/12/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",1081.00356743043,12153.2719157112,93792,17630.24
"05/12/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"05/12/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"05/12/2018","P7.2.054 Shipping - Piles (FOB China to Site)",NA,NA,NA,4.13
"05/12/2018","P7.2.057 Landscaping",NA,NA,600,NA
"05/12/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,215.34
"05/12/2018","P7.2.062 Earthworks and Access Tracks",NA,1680.94097811602,1806.15920716332,1159.95
"05/12/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"06/01/2018","",NA,NA,4.37554,NA
"06/01/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"06/01/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"06/01/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"06/01/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"06/01/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"06/01/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"06/01/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"06/01/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"06/01/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"06/01/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"06/01/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"06/01/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"06/01/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"06/01/2018","P7.2.057 Landscaping",NA,NA,600,NA
"06/01/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"06/01/2018","P7.2.062 Earthworks and Access Tracks",NA,NA,1806.15920716332,NA
"06/01/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"06/02/2018","",NA,NA,4.37554,NA
"06/02/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"06/02/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"06/02/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"06/02/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"06/02/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"06/02/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"06/02/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"06/02/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"06/02/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"06/02/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"06/02/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"06/02/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"06/02/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"06/02/2018","P7.2.057 Landscaping",NA,NA,600,NA
"06/02/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"06/02/2018","P7.2.062 Earthworks and Access Tracks",NA,NA,1806.15920716332,NA
"06/02/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"06/03/2018","",NA,NA,4.37554,NA
"06/03/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"06/03/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"06/03/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"06/03/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"06/03/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"06/03/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"06/03/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"06/03/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"06/03/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"06/03/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"06/03/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"06/03/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"06/03/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"06/03/2018","P7.2.057 Landscaping",NA,NA,600,NA
"06/03/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"06/03/2018","P7.2.062 Earthworks and Access Tracks",NA,NA,1806.15920716332,NA
"06/03/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"06/04/2018","",NA,NA,4.37554,NA
"06/04/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"06/04/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"06/04/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"06/04/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"06/04/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"06/04/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"06/04/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"06/04/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"06/04/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"06/04/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"06/04/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"06/04/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"06/04/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"06/04/2018","P7.2.057 Landscaping",NA,NA,600,NA
"06/04/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"06/04/2018","P7.2.062 Earthworks and Access Tracks",NA,NA,1806.15920716332,NA
"06/04/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"06/05/2018","",NA,NA,4.37554,NA
"06/05/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"06/05/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"06/05/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"06/05/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"06/05/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"06/05/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"06/05/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"06/05/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"06/05/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"06/05/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"06/05/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"06/05/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"06/05/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"06/05/2018","P7.2.057 Landscaping",NA,NA,600,NA
"06/05/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"06/05/2018","P7.2.062 Earthworks and Access Tracks",NA,NA,1806.15920716332,NA
"06/05/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"06/06/2018","",NA,NA,4.37554,NA
"06/06/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"06/06/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"06/06/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"06/06/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"06/06/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"06/06/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"06/06/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"06/06/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"06/06/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"06/06/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"06/06/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"06/06/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"06/06/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"06/06/2018","P7.2.057 Landscaping",NA,NA,600,NA
"06/06/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"06/06/2018","P7.2.062 Earthworks and Access Tracks",NA,NA,1806.15920716332,NA
"06/06/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"06/07/2018","",NA,NA,4.37554,NA
"06/07/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"06/07/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"06/07/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"06/07/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"06/07/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"06/07/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"06/07/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"06/07/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"06/07/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"06/07/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"06/07/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"06/07/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"06/07/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"06/07/2018","P7.2.057 Landscaping",NA,NA,600,NA
"06/07/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"06/07/2018","P7.2.062 Earthworks and Access Tracks",NA,NA,1806.15920716332,NA
"06/07/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"06/08/2018","",NA,NA,4.37554,NA
"06/08/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"06/08/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"06/08/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"06/08/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"06/08/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"06/08/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"06/08/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"06/08/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"06/08/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"06/08/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"06/08/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"06/08/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"06/08/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"06/08/2018","P7.2.057 Landscaping",NA,NA,600,NA
"06/08/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"06/08/2018","P7.2.062 Earthworks and Access Tracks",NA,NA,1806.15920716332,NA
"06/08/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"06/09/2018","",NA,NA,4.37554,NA
"06/09/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"06/09/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,NA
"06/09/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"06/09/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"06/09/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"06/09/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,NA
"06/09/2018","P7.2.012 Piling",NA,9.3931250133,12438.475017612,NA
"06/09/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"06/09/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,NA
"06/09/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"06/09/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"06/09/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"06/09/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"06/09/2018","P7.2.057 Landscaping",NA,NA,600,NA
"06/09/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"06/09/2018","P7.2.062 Earthworks and Access Tracks",NA,NA,1806.15920716332,227.28
"06/09/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"06/10/2018","",0.01296,0.40337,4.37554,NA
"06/10/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"06/10/2018","P7.2.003 PV Module Supply",NA,NA,NA,0.06
"06/10/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,0.25
"06/10/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"06/10/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"06/10/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,NA
"06/10/2018","P7.2.011 Roads and PCU Earthworks",NA,NA,4480.34095470976,41
"06/10/2018","P7.2.012 Piling",112.94114599325,225.4350003192,12438.475017612,NA
"06/10/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,NA
"06/10/2018","P7.2.015 Fencing & Gates",NA,NA,2220.801105,1144
"06/10/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,NA
"06/10/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,NA,93792,NA
"06/10/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"06/10/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"06/10/2018","P7.2.057 Landscaping",NA,NA,600,NA
"06/10/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"06/10/2018","P7.2.062 Earthworks and Access Tracks",NA,1482.22092082043,1806.15920716332,1159.95
"06/10/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"06/11/2018","",NA,1.4412359,4.37554,NA
"06/11/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"06/11/2018","P7.2.003 PV Module Supply",NA,NA,NA,2.6
"06/11/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,4.92
"06/11/2018","P7.2.005 Inverters Supply & Commissioning on Field",NA,NA,580,NA
"06/11/2018","P7.2.007 Substation - Transformer Supply & Installation (Siemens)",NA,NA,500,NA
"06/11/2018","P7.2.010 Foundations Substation)",NA,NA,4499.99999999999,135.03
"06/11/2018","P7.2.011 Roads and PCU Earthworks",NA,896.885496858117,4480.34095470976,1843.24
"06/11/2018","P7.2.012 Piling",NA,5944.00011258295,12438.475017612,1550.34
"06/11/2018","P7.2.013 UG Cable installation (MV, DC, FOC)",NA,NA,14114.5575031047,626.06
"06/11/2018","P7.2.015 Fencing & Gates",NA,388.490958,2220.801105,2200
"06/11/2018","P7.2.019 Electrical Solar Farm",NA,NA,35970.2937714286,95.4
"06/11/2018","P7.2.023 Mechanical Installation (Tracker and Panel)",NA,42.7858838469103,93792,699.91
"06/11/2018","P7.2.025 Switchyard / Control Build Install Electrical Scope",NA,NA,4620,NA
"06/11/2018","P7.2.036 O&M Buildings EPC",NA,NA,7225,NA
"06/11/2018","P7.2.054 Shipping - Piles (FOB China to Site)",NA,NA,NA,2.1
"06/11/2018","P7.2.057 Landscaping",NA,NA,600,NA
"06/11/2018","P7.2.058 Meteorological Stations Supply & Install",NA,NA,450,NA
"06/11/2018","P7.2.062 Earthworks and Access Tracks",NA,1680.94097811602,1806.15920716332,1159.95
"06/11/2018","P7.2.064 Downer Commissioning",NA,NA,1917,NA
"06/12/2018","",NA,3.1397185,4.37554,NA
"06/12/2018","LOGISTIC Install PCU on Position",NA,NA,290,NA
"06/12/2018","P7.2.003 PV Module Supply",NA,NA,NA,6.74999999999999
"06/12/2018","P7.2.004 Tracker Supply and Testing on Field",NA,NA,1120,7.86
